All Outfielders 2023  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Like a Nightmare,Roman Anthony OF | BOS ,0,.000,0,0,0,9999
W ,Korry Howell OF | SD ,0,.000,0,0,0,9999
W ,Eddie Park OF | CHW ,0,.000,0,0,0,9999
W ,Heriberto Hernandez OF | MIA,0,.000,0,0,0,9999
W ,Joe Lampe OF | CLE ,0,.000,0,0,0,9999
W ,Joshua Mears OF | SD ,0,.000,0,0,0,9999
W ,Micah McDowell OF | MIA ,0,.000,0,0,0,9999
W ,Luke Brown OF | PIT ,0,.000,0,0,0,9999
W ,Coby Morales OF | NYY ,0,.000,0,0,0,9999
W ,David Rohm OF | ATL ,0,.000,0,0,0,9999
W ,Daniel Mateo OF | TEX ,0,.000,0,0,0,9999
W ,Reydel Medina OF | CIN ,0,.000,0,0,0,9999
W ,Carter Williams OF | SF ,0,.000,0,0,0,9999
W ,Austen Wade OF | CLE ,0,.000,0,0,0,9999
W ,Tanner Dodson OF | ATH ,0,.000,0,0,0,9999
W ,Rowdey Jordan OF | NYM ,0,.000,0,0,0,9999
W ,Ulrich Bojarski OF | DET ,0,.000,0,0,0,9999
W ,Jaylen Ferguson OF | BAL ,0,.000,0,0,0,9999
W ,Hunter Bishop OF | SF ,0,.000,0,0,0,9999
W ,Alex McGarry OF | CIN ,0,.000,0,0,0,9999
W ,Jacob Hurtubise OF | SEA ,0,.000,0,0,0,9999
W ,Courtney Hawkins OF | CHW ,0,.000,0,0,0,9999
W ,Robert Robertis OF | TOR ,0,.000,0,0,0,9999
W ,Trevor Werner OF | KC ,0,.000,0,0,0,9999
W ,Michael Helman OF | TEX,0,.000,0,0,0,9999
W ,Josh Hatcher OF | TEX ,0,.000,0,0,0,9999
W ,Yorger Bautista OF | SEA ,0,.000,0,0,0,9999
W ,Ryan Cermak OF | TB ,0,.000,0,0,0,9999
W ,Cody Farhat OF | CLE ,0,.000,0,0,0,9999
W ,Jacob Pearson OF | ATL ,0,.000,0,0,0,9999
W ,Braylin Morel OF | TEX ,0,.000,0,0,0,9999
W ,Elijah Green OF | WAS ,0,.000,0,0,0,9999
W ,Joshua Baez OF | STL ,0,.000,0,0,0,9999
W ,Rod Boykin OF | SD ,0,.000,0,0,0,9999
W ,Josh Almonte OF | TOR ,0,.000,0,0,0,9999
W ,Andres Valor OF | MIA ,0,.000,0,0,0,9999
W ,Stephen Piscotty OF | ATH ,0,.000,0,0,0,9999
Rieken Havoc,James Wood OF | WAS,0,.000,0,0,0,9999
W ,Michael Smith OF | TB ,0,.000,0,0,0,9999
W ,Ricardo Cespedes OF | NYM ,0,.000,0,0,0,9999
W ,Carlos Jimenez OF | SEA ,0,.000,0,0,0,9999
W ,Zach Davis OF | CHC ,0,.000,0,0,0,9999
W ,Johnny Rizer OF | BAL ,0,.000,0,0,0,9999
W ,Logan Hill OF | PIT ,0,.000,0,0,0,9999
W ,Anthony Stephan OF | CIN ,0,.000,0,0,0,9999
W ,Tristen Lutz OF | MIL,0,.000,0,0,0,9999
W ,Connor McKay OF | TEX ,0,.000,0,0,0,9999
W ,"Eric Wagaman 1B,OF | MIA",0,.000,0,0,0,9999
W ,Simon Juan OF | NYM ,0,.000,0,0,0,9999
W ,Julio Francisco OF | PHI ,0,.000,0,0,0,9999
W ,Niko Goodrum OF | SD ,0,.000,0,0,0,9999
W ,Connor Harrell OF | DET ,0,.000,0,0,0,9999
W ,Tony Pena OF | TB ,0,.000,0,0,0,9999
W ,Tyler Reichenborn OF | STL ,0,.000,0,0,0,9999
W ,Jose Rodriguez OF | MIN ,0,.000,0,0,0,9999
W ,Christian Franklin OF | WAS ,0,.000,0,0,0,9999
W ,Erick Pena OF | KC ,0,.000,0,0,0,9999
MAGA DOGE ,Dylan Beavers OF | BAL,0,.000,0,0,0,9999
W ,Justyn-Henry Malloy OF | DET,0,.000,0,0,0,9999
W ,Ronny Simon OF | PIT ,0,.000,0,0,0,9999
W ,Tyler Wilson OF | NYY ,0,.000,0,0,0,9999
W ,Yasser Mercedes OF | MIN ,0,.000,0,0,0,9999
W ,Luis Durango OF | NYY,0,.000,0,0,0,9999
W ,Agustin Ruiz OF | MIN ,0,.000,0,0,0,9999
W ,Roilan Machandy OF | HOU ,0,.000,0,0,0,9999
W ,Gio Brusa OF | SF ,0,.000,0,0,0,9999
W ,Dimas Ojeda OF | SEA ,0,.000,0,0,0,9999
W ,Jeffrey Ramos OF | ATL ,0,.000,0,0,0,9999
W ,Noah Myers OF | TB ,0,.000,0,0,0,9999
W ,Gabriel Gonzalez OF | MIN ,0,.000,0,0,0,9999
W ,D.K. Carey OF | WAS ,0,.000,0,0,0,9999
W ,Gabriel Maciel OF | MIN ,0,.000,0,0,0,9999
W ,Bryce Denton OF | STL ,0,.000,0,0,0,9999
W ,Turner Hill OF | SF ,0,.000,0,0,0,9999
W ,Gene Cone OF | NYM ,0,.000,0,0,0,9999
W ,Aaron Brown OF | ATH ,0,.000,0,0,0,9999
W ,Mason Smith OF | SD ,0,.000,0,0,0,9999
W ,Alexander Ramirez OF | LAA ,0,.000,0,0,0,9999
W ,Jason Martin OF | LAA ,0,.000,0,0,0,9999
W ,Jose Carlos Urena OF | SD ,0,.000,0,0,0,9999
W ,Marino Campana OF | BOS ,0,.000,0,0,0,9999
W ,Herlis Rodriguez OF | DET ,0,.000,0,0,0,9999
W ,John Spikerman OF | PHI ,0,.000,0,0,0,9999
W ,Edward Salcedo OF | PIT ,0,.000,0,0,0,9999
W ,Kristian Robinson OF | ARI ,0,.000,0,0,0,9999
W ,Enrique Bradfield OF | BAL ,0,.000,0,0,0,9999
W ,Deion Walker OF | PIT ,0,.000,0,0,0,9999
W ,Brandon Lockridge OF | MIL,0,.000,0,0,0,9999
W ,Jorge Caballero OF | MIA ,0,.000,0,0,0,9999
W ,Richi Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,Esmerlyn Valdez OF | PIT ,0,.000,0,0,0,9999
W ,Carlos Mesa OF | PIT ,0,.000,0,0,0,9999
W ,Kameron Esthay OF | WAS ,0,.000,0,0,0,9999
W ,Randy Reyes OF | COL ,0,.000,0,0,0,9999
W ,Hendry Mendez OF | MIN ,0,.000,0,0,0,9999
W ,Jesus Bugarin OF | COL ,0,.000,0,0,0,9999
W ,Jon Kemmer OF | MIN ,0,.000,0,0,0,9999
W ,Evan Alexander OF | NYY ,0,.000,0,0,0,9999
W ,Kona Quiggle OF | DET ,0,.000,0,0,0,9999
W ,Kelvin Diaz OF | BOS ,0,.000,0,0,0,9999
W ,D'Arby Myers OF | SD ,0,.000,0,0,0,9999
W ,Grant Heyman OF | ARI ,0,.000,0,0,0,9999
W ,KD Kang OF | ATL ,0,.000,0,0,0,9999
W ,Alan Roden OF | MIN ,0,.000,0,0,0,9999
W ,Tommy Specht OF | TEX ,0,.000,0,0,0,9999
W ,Nick Torres OF | SD ,0,.000,0,0,0,9999
W ,Jaden Fein OF | WAS ,0,.000,0,0,0,9999
W ,Won-Bin Cho OF | STL ,0,.000,0,0,0,9999
W ,Jase Bowen OF | PIT ,0,.000,0,0,0,9999
W ,Darius Hill OF | CHC ,0,.000,0,0,0,9999
W ,Zack Coppola OF | PHI ,0,.000,0,0,0,9999
W ,Kolby Johnson OF | BOS ,0,.000,0,0,0,9999
W ,Luis A. Garcia OF | NYY ,0,.000,0,0,0,9999
W ,Alex Glenn OF | MIA ,0,.000,0,0,0,9999
W ,Aldrich De Jongh OF | LAD ,0,.000,0,0,0,9999
W ,Bayron Lora OF | TEX ,0,.000,0,0,0,9999
W ,JoJo Blackmon OF | TEX ,0,.000,0,0,0,9999
W ,Austin Beck OF | ATH ,0,.000,0,0,0,9999
W ,Adolfo Sanchez OF | CIN ,0,.000,0,0,0,9999
W ,Henry Bolte OF | ATH ,0,.000,0,0,0,9999
W ,D.J. Artis OF | CHC ,0,.000,0,0,0,9999
W ,Logan Landon OF | LAD ,0,.000,0,0,0,9999
W ,Casey Hughston OF | PIT ,0,.000,0,0,0,9999
W ,Rainel Rosario OF | BOS ,0,.000,0,0,0,9999
W ,Dyron Campos OF | NYM ,0,.000,0,0,0,9999
W ,Billy Wilson OF | CLE ,0,.000,0,0,0,9999
W ,Troy Montgomery OF | DET ,0,.000,0,0,0,9999
W ,Eddie Micheletti OF | TOR ,0,.000,0,0,0,9999
W ,Benyamin Bailey OF | CHW,0,.000,0,0,0,9999
W ,Jaylen Palmer OF | CHC ,0,.000,0,0,0,9999
W ,Quentin Holmes OF | CLE ,0,.000,0,0,0,9999
W ,Brendan Summerhill OF | TB ,0,.000,0,0,0,9999
W ,Jacob Wetzel OF | TOR ,0,.000,0,0,0,9999
W ,Jordan Sanchez OF | BAL ,0,.000,0,0,0,9999
W ,Brayan Morales OF | LAD ,0,.000,0,0,0,9999
W ,Jhailyn Ortiz OF | PHI ,0,.000,0,0,0,9999
W ,Eduarqui Fernandez OF | MIL ,0,.000,0,0,0,9999
W ,Ramon Marcelino OF | COL ,0,.000,0,0,0,9999
W ,Dylan Dreiling OF | TEX ,0,.000,0,0,0,9999
W ,Thomas Milone OF | SD ,0,.000,0,0,0,9999
W ,Asbel Gonzalez OF | KC ,0,.000,0,0,0,9999
W ,Thomas Sosa OF | BAL,0,.000,0,0,0,9999
W ,Trey Martin OF | CHC ,0,.000,0,0,0,9999
W ,John Rave OF | KC,0,.000,0,0,0,9999
W ,Drew Weeks OF | ARI,0,.000,0,0,0,9999
W ,Mike Papi OF | CLE ,0,.000,0,0,0,9999
W ,Micah Bello OF | MIL ,0,.000,0,0,0,9999
W ,Jose Cordoba OF | STL ,0,.000,0,0,0,9999
W ,Jonatan Clase OF | TOR,0,.000,0,0,0,9999
W ,Jose Ortiz OF | SF ,0,.000,0,0,0,9999
W ,Alexander Palma OF | MIL ,0,.000,0,0,0,9999
W ,Simon Muzziotti OF | PHI ,0,.000,0,0,0,9999
W ,Brock Lundquist OF | TOR ,0,.000,0,0,0,9999
W ,Andrew Pinckney OF | WAS ,0,.000,0,0,0,9999
Long Balls,Wyatt Langford OF | TEX ,0,.000,0,0,0,9999
W ,Deybert Lozano OF | CIN ,0,.000,0,0,0,9999
W ,Josh Stowers OF | LAD ,0,.000,0,0,0,9999
W ,Daniel Amaral OF | PIT ,0,.000,0,0,0,9999
W ,Marcus Smith OF | TEX ,0,.000,0,0,0,9999
W ,Zach Kokoska OF | COL ,0,.000,0,0,0,9999
W ,Luke Burch OF | DET ,0,.000,0,0,0,9999
W ,Jawuan Harris OF | SD ,0,.000,0,0,0,9999
W ,Petey Halpin OF | CLE,0,.000,0,0,0,9999
W ,Rashad Crawford OF | NYY ,0,.000,0,0,0,9999
W ,Lolo Sanchez OF | LAD ,0,.000,0,0,0,9999
W ,Jeff McVaney OF | DET ,0,.000,0,0,0,9999
W ,Ariel Sandoval OF | SEA ,0,.000,0,0,0,9999
W ,Logan Taylor OF | CIN ,0,.000,0,0,0,9999
W ,Kelvin Alcantara OF | SEA ,0,.000,0,0,0,9999
W ,Eudy Pina OF | NYM ,0,.000,0,0,0,9999
W ,Drew Vettleson OF | WAS ,0,.000,0,0,0,9999
W ,Mac Horvath OF | TB ,0,.000,0,0,0,9999
W ,Victor Roache OF | MIL ,0,.000,0,0,0,9999
W ,Barrett Barnes OF | NYM ,0,.000,0,0,0,9999
W ,Brennan Gowens OF | LAA ,0,.000,0,0,0,9999
W ,Bijan Rademacher OF | CHC ,0,.000,0,0,0,9999
W ,Isaiah Jackson OF | BOS ,0,.000,0,0,0,9999
W ,Tyler Frost OF | CHW ,0,.000,0,0,0,9999
W ,Hunter Cole OF | TEX ,0,.000,0,0,0,9999
W ,Jud Fabian OF | BAL,0,.000,0,0,0,9999
W ,Cole Billingsley OF | BAL ,0,.000,0,0,0,9999
W ,Carlos Aguiar OF | MIN ,0,.000,0,0,0,9999
W ,Alberth Martinez OF | SD ,0,.000,0,0,0,9999
W ,Ryan Cesarini OF | CLE ,0,.000,0,0,0,9999
W ,Devan Ahart OF | LAD ,0,.000,0,0,0,9999
W ,Justin Farmer OF | SD ,0,.000,0,0,0,9999
W ,Antonio Cabello OF | TEX ,0,.000,0,0,0,9999
W ,Ben Guez OF | MIL ,0,.000,0,0,0,9999
W ,Ben Verlander OF | DET ,0,.000,0,0,0,9999
W ,Tanner Murphy OF | NYM ,0,.000,0,0,0,9999
W ,Baron Radcliff OF | PHI ,0,.000,0,0,0,9999
W ,Brenner Cox OF | WAS ,0,.000,0,0,0,9999
W ,Mark Payton OF | CHW ,0,.000,0,0,0,9999
W ,Byron Chourio OF | MIN ,0,.000,0,0,0,9999
W ,Quincy Latimore OF | DET ,0,.000,0,0,0,9999
W ,Justin Toerner OF | STL ,0,.000,0,0,0,9999
W ,Franklin Guzman OF | BOS ,0,.000,0,0,0,9999
W ,Moises Gomez OF | STL ,0,.000,0,0,0,9999
W ,Jeren Kendall OF | LAD ,0,.000,0,0,0,9999
W ,Armani Smith OF | MIN ,0,.000,0,0,0,9999
W ,Cade Fergus OF | PHI ,0,.000,0,0,0,9999
W ,Titus Dumitru OF | ATL ,0,.000,0,0,0,9999
W ,Leandro Pineda OF | PHI ,0,.000,0,0,0,9999
W ,Tre Gantt OF | CLE ,0,.000,0,0,0,9999
W ,Carlos Rincon OF | NYM ,0,.000,0,0,0,9999
W ,Jamal O'Guinn OF | CIN ,0,.000,0,0,0,9999
W ,Matt Hogan OF | CHW ,0,.000,0,0,0,9999
W ,Chase Luttrell OF | MIA ,0,.000,0,0,0,9999
W ,Kavares Tears OF | SD ,0,.000,0,0,0,9999
W ,Terrell Tatum OF | CHW ,0,.000,0,0,0,9999
W ,Eduardo Beltre OF | MIN ,0,.000,0,0,0,9999
W ,Stephen Gaylor OF | ATL ,0,.000,0,0,0,9999
W ,Jordan Viars OF | PHI ,0,.000,0,0,0,9999
W ,Mitch Hansen OF | LAD ,0,.000,0,0,0,9999
W ,Alex Destino OF | CHW ,0,.000,0,0,0,9999
W ,Buddy Reed OF | LAD ,0,.000,0,0,0,9999
W ,Yordalin Pena OF | STL ,0,.000,0,0,0,9999
W ,Seth Harrison OF | SF ,0,.000,0,0,0,9999
W ,Nick Decker OF | BOS ,0,.000,0,0,0,9999
W ,Satchel McElroy OF | CIN ,0,.000,0,0,0,9999
Rieken Havoc,Isaac Collins OF | KC ,0,.000,0,0,0,9999
W ,Bryan Hudson OF | BOS ,0,.000,0,0,0,9999
W ,Anfernee Grier OF | ARI ,0,.000,0,0,0,9999
W ,Isaac Ballou OF | WAS ,0,.000,0,0,0,9999
W ,Junior Soto OF | CLE ,0,.000,0,0,0,9999
W ,Nate George OF | BAL ,0,.000,0,0,0,9999
W ,Michael Burgess OF | HOU ,0,.000,0,0,0,9999
W ,Jack Moss OF | CIN ,0,.000,0,0,0,9999
W ,Cam Fisher OF | HOU ,0,.000,0,0,0,9999
W ,Cristhian Vaquero OF | WAS ,0,.000,0,0,0,9999
W ,Ross Adolph OF | HOU,0,.000,0,0,0,9999
W ,Ramiro Rodriguez OF | HOU ,0,.000,0,0,0,9999
W ,Noah Mendlinger OF | STL,0,.000,0,0,0,9999
W ,Ben Ruta OF | SD ,0,.000,0,0,0,9999
W ,Albert Almora OF | MIA ,0,.000,0,0,0,9999
W ,Kellen Strahm OF | TEX ,0,.000,0,0,0,9999
W ,Enmanuel Bonilla OF | TOR ,0,.000,0,0,0,9999
W ,Yohendrick Pinango OF | TOR ,0,.000,0,0,0,9999
W ,Auston Bousfield OF | SD ,0,.000,0,0,0,9999
W ,Malik Collymore OF | MIL ,0,.000,0,0,0,9999
W ,Josh Richmond OF | CHW ,0,.000,0,0,0,9999
W ,Cole Sturgeon OF | MIN ,0,.000,0,0,0,9999
W ,Yeremi Cabrera OF | TEX ,0,.000,0,0,0,9999
W ,Ryan Boldt OF | TB ,0,.000,0,0,0,9999
W ,Michael Sandle OF | HOU ,0,.000,0,0,0,9999
W ,Jon Matthews OF | CIN ,0,.000,0,0,0,9999
W ,Elijah Dunham OF | NYY ,0,.000,0,0,0,9999
W ,Jose Bermudez OF | ATL ,0,.000,0,0,0,9999
W ,Jeff Hendrix OF | NYY ,0,.000,0,0,0,9999
W ,Keenyn Walker OF | CHW ,0,.000,0,0,0,9999
W ,Donald Dewees OF | CHC ,0,.000,0,0,0,9999
W ,Brooks Baldwin OF | CHW,0,.000,0,0,0,9999
W ,Wil Dalton OF | BOS ,0,.000,0,0,0,9999
W ,Tra'mayne Holmes OF | ARI ,0,.000,0,0,0,9999
W ,Jace Bohrofen OF | TOR ,0,.000,0,0,0,9999
W ,Gian Zapata OF | ARI ,0,.000,0,0,0,9999
W ,John Schuknecht OF | LAA ,0,.000,0,0,0,9999
W ,Troy Schreffler OF | PHI ,0,.000,0,0,0,9999
W ,David Armendariz OF | CLE ,0,.000,0,0,0,9999
W ,Jordan Qsar OF | TB ,0,.000,0,0,0,9999
W ,Cabera Weaver OF | CHW ,0,.000,0,0,0,9999
W ,Jacob Scavuzzo OF | SD ,0,.000,0,0,0,9999
W ,Tommy Hawke OF | CLE ,0,.000,0,0,0,9999
W ,Travis Honeyman OF | STL ,0,.000,0,0,0,9999
W ,Kort Peterson OF | KC ,0,.000,0,0,0,9999
W ,Logan Baldwin OF | SF ,0,.000,0,0,0,9999
W ,Michael Gettys OF | BOS ,0,.000,0,0,0,9999
W ,Niko Decolati OF | COL ,0,.000,0,0,0,9999
W ,Keegan McGovern OF | SEA ,0,.000,0,0,0,9999
W ,Preston Scott OF | TEX ,0,.000,0,0,0,9999
W ,Zach Watson OF | BAL ,0,.000,0,0,0,9999
W ,Gerson Molina OF | NYM ,0,.000,0,0,0,9999
W ,Ashton Creal OF | CIN ,0,.000,0,0,0,9999
W ,Eduard Pinto OF | TOR,0,.000,0,0,0,9999
W ,Roberto Caro OF | CHC ,0,.000,0,0,0,9999
W ,Bradlee Beesley OF | CHC ,0,.000,0,0,0,9999
W ,Matt Lloyd OF | STL ,0,.000,0,0,0,9999
W ,Emilio Gustave OF | TB ,0,.000,0,0,0,9999
W ,Donavan Tate OF | SD ,0,.000,0,0,0,9999
W ,Homer Bush OF | TB ,0,.000,0,0,0,9999
W ,Gilberto Celestino OF | NYM ,0,.000,0,0,0,9999
W ,Andrew Moritz OF | ATL ,0,.000,0,0,0,9999
W ,Michael Gigliotti OF | SF ,0,.000,0,0,0,9999
W ,Keith Curcio OF | BOS ,0,.000,0,0,0,9999
W ,Grant McCray OF | SF,0,.000,0,0,0,9999
W ,Jonathan Jones OF | MIA ,0,.000,0,0,0,9999
W ,Zach DeLoach OF | CHW ,0,.000,0,0,0,9999
W ,Josh Hart OF | BAL ,0,.000,0,0,0,9999
W ,B.J. Boyd OF | ATH ,0,.000,0,0,0,9999
W ,Chantz Mack OF | SEA ,0,.000,0,0,0,9999
W ,Pres Cavenaugh OF | CLE,0,.000,0,0,0,9999
W ,Austin Cousino OF | SEA ,0,.000,0,0,0,9999
W ,Justin Maffei OF | PIT ,0,.000,0,0,0,9999
W ,Samuel Munoz OF | LAD ,0,.000,0,0,0,9999
W ,Anderdson Rojas OF | ARI ,0,.000,0,0,0,9999
W ,Carson Jones OF | SEA ,0,.000,0,0,0,9999
W ,Cade Gotta OF | TB ,0,.000,0,0,0,9999
W ,Josh Stephen OF | PHI ,0,.000,0,0,0,9999
W ,Jordan Wren OF | BOS ,0,.000,0,0,0,9999
W ,Angel Ortiz OF | ARI ,0,.000,0,0,0,9999
W ,Wes Rogers OF | COL ,0,.000,0,0,0,9999
W ,Arby Fields OF | SEA ,0,.000,0,0,0,9999
W ,Erick Hernandez OF | CHW ,0,.000,0,0,0,9999
W ,Spencer Nivens OF | KC ,0,.000,0,0,0,9999
W ,Joey Loperfido OF | TOR,0,.000,0,0,0,9999
W ,Mason Robbins OF | CHW ,0,.000,0,0,0,9999
W ,Damon Keith OF | LAD ,0,.000,0,0,0,9999
W ,Cornelius Randolph OF | CHW ,0,.000,0,0,0,9999
W ,Luke Tendler OF | BOS ,0,.000,0,0,0,9999
W ,Julian Escobedo OF | CLE ,0,.000,0,0,0,9999
W ,Reece Walling OF | MIL ,0,.000,0,0,0,9999
W ,Ismael Mena OF | CHC ,0,.000,0,0,0,9999
W ,Spencer Jones OF | NYY ,0,.000,0,0,0,9999
W ,Kala'i Rosario OF | MIN ,0,.000,0,0,0,9999
W ,Ryan Peurifoy OF | PIT ,0,.000,0,0,0,9999
W ,Ross Kivett OF | DET ,0,.000,0,0,0,9999
W ,Pablo Abreu OF | MIL ,0,.000,0,0,0,9999
W ,Estarling Mercado OF | NYM ,0,.000,0,0,0,9999
W ,Enmanuel Terrero OF | PIT ,0,.000,0,0,0,9999
W ,Ivan Johnson OF | CIN ,0,.000,0,0,0,9999
W ,Malvin Valdez OF | CIN,0,.000,0,0,0,9999
W ,Skye Bolt OF | ATL,0,.000,0,0,0,9999
W ,Matt McPhearson OF | ARI ,0,.000,0,0,0,9999
W ,Junior Sosa OF | PIT ,0,.000,0,0,0,9999
W ,Nick Schulz OF | SD ,0,.000,0,0,0,9999
W ,Jonathan Engelmann OF | CLE ,0,.000,0,0,0,9999
W ,Desmond Lindsay OF | NYM ,0,.000,0,0,0,9999
W ,Luis Guerrero OF | HOU ,0,.000,0,0,0,9999
W ,Jeremy Celedonio OF | ATL ,0,.000,0,0,0,9999
W ,Victor Nova OF | CLE ,0,.000,0,0,0,9999
W ,Isael Soto OF | MIA ,0,.000,0,0,0,9999
W ,Cristian More OF | CHC ,0,.000,0,0,0,9999
W ,Travis Swaggerty OF | NYM ,0,.000,0,0,0,9999
W ,Telmito Agustin OF | WAS ,0,.000,0,0,0,9999
W ,Connor Lien OF | SEA ,0,.000,0,0,0,9999
W ,Daniel Montano OF | COL ,0,.000,0,0,0,9999
W ,Dom Johnson OF | DET ,0,.000,0,0,0,9999
W ,Chase Pinder OF | SF ,0,.000,0,0,0,9999
W ,Enmanuel Zabala OF | NYM ,0,.000,0,0,0,9999
W ,LeDarious Clark OF | TEX ,0,.000,0,0,0,9999
W ,Antony Peguero OF | MIA ,0,.000,0,0,0,9999
W ,Tyler Neslony OF | CHW ,0,.000,0,0,0,9999
W ,Gareth Morgan OF | LAA ,0,.000,0,0,0,9999
W ,Cole Roederer OF | SD ,0,.000,0,0,0,9999
W ,T.J. White OF | WAS ,0,.000,0,0,0,9999
W ,Kevin Alvarez OF | HOU ,0,.000,0,0,0,9999
W ,Anthony Churlin OF | ATH ,0,.000,0,0,0,9999
W ,Ricardo Marcano OF | CHC ,0,.000,0,0,0,9999
W ,Jesse Franklin OF | ATL ,0,.000,0,0,0,9999
W ,Sterlin Thompson OF | COL ,0,.000,0,0,0,9999
W ,Sammy Siani OF | PIT ,0,.000,0,0,0,9999
W ,Andrew Guillotte OF | TOR ,0,.000,0,0,0,9999
W ,Yoyner Fajardo OF | MIN,0,.000,0,0,0,9999
W ,James Beard OF | CHW ,0,.000,0,0,0,9999
W ,Beau Amaral OF | SEA ,0,.000,0,0,0,9999
W ,Jose Almonte OF | TEX ,0,.000,0,0,0,9999
W ,Eric De La Rosa OF | DET ,0,.000,0,0,0,9999
W ,Matt Rudick OF | NYM ,0,.000,0,0,0,9999
W ,Nerwilian Cedeno OF | SD ,0,.000,0,0,0,9999
W ,Garrett Whitley OF | PHI ,0,.000,0,0,0,9999
W ,Carson Roccaforte OF | KC ,0,.000,0,0,0,9999
W ,Ismael Salgado OF | DET ,0,.000,0,0,0,9999
W ,Derek Jenkins OF | LAA ,0,.000,0,0,0,9999
W ,Todd Glaesmann OF | CHC ,0,.000,0,0,0,9999
W ,Cole Brannen OF | BOS ,0,.000,0,0,0,9999
W ,Isaiah Drake OF | ATL ,0,.000,0,0,0,9999
W ,Devonte Brown OF | TOR ,0,.000,0,0,0,9999
W ,Misael Gonzalez Acosta OF | CHW ,0,.000,0,0,0,9999
W ,Mitch Longo OF | WAS ,0,.000,0,0,0,9999
W ,Scott Bandura OF | SF ,0,.000,0,0,0,9999
W ,Pedro Gonzalez OF | TEX ,0,.000,0,0,0,9999
W ,Ben Malgeri OF | DET ,0,.000,0,0,0,9999
W ,Daylen Lile OF | WAS,0,.000,0,0,0,9999
W ,Juneiker Caceres OF | CLE ,0,.000,0,0,0,9999
W ,Anthony Prato OF | MIN ,0,.000,0,0,0,9999
W ,Tyler Austin OF | CHC ,0,.000,0,0,0,9999
W ,Logan Farrar OF | ATH ,0,.000,0,0,0,9999
W ,Owen Caissie OF | CHC ,0,.000,0,0,0,9999
W ,Wilderd Patino OF | ARI ,0,.000,0,0,0,9999
W ,Allan Castro OF | BOS ,0,.000,0,0,0,9999
W ,Marcos Torres OF | TEX ,0,.000,0,0,0,9999
W ,James Harris OF | ATH ,0,.000,0,0,0,9999
W ,Reshard Munroe OF | CIN ,0,.000,0,0,0,9999
W ,Jayson Bass OF | MIN ,0,.000,0,0,0,9999
W ,Rhylan Thomas OF | SEA,0,.000,0,0,0,9999
W ,Brando Mayea OF | NYY ,0,.000,0,0,0,9999
W ,Jared King OF | NYM ,0,.000,0,0,0,9999
W ,Junior Perez OF | ATH ,0,.000,0,0,0,9999
W ,Alan Mejia OF | NYY ,0,.000,0,0,0,9999
W ,Davis Bradshaw OF | MIA ,0,.000,0,0,0,9999
W ,Tyler Whitaker OF | HOU ,0,.000,0,0,0,9999
W ,Vaun Brown OF | SF ,0,.000,0,0,0,9999
W ,Dan Swain OF | ARI ,0,.000,0,0,0,9999
W ,"Javier Sanoja 2B,3B,OF | MIA",0,.000,0,0,0,9999
W ,Carter Frederick OF | KC ,0,.000,0,0,0,9999
W ,Arturo Guerrero OF | SEA ,0,.000,0,0,0,9999
W ,Jeff Gelalich OF | CIN ,0,.000,0,0,0,9999
W ,Caleb Hobson OF | COL ,0,.000,0,0,0,9999
W ,Drew Avans OF | MIL ,0,.000,0,0,0,9999
W ,Cristian Paulino OF | SF ,0,.000,0,0,0,9999
W ,Benny Montgomery OF | COL ,0,.000,0,0,0,9999
W ,Max Clark OF | DET ,0,.000,0,0,0,9999
W ,Chris Alleyne OF | LAD ,0,.000,0,0,0,9999
W ,Kenni Gomez OF | HOU ,0,.000,0,0,0,9999
W ,Noah Williamson OF | MIA ,0,.000,0,0,0,9999
W ,Jameson Hannah OF | COL ,0,.000,0,0,0,9999
W ,Dasan Brown OF | TOR ,0,.000,0,0,0,9999
W ,Aristides Aquino OF | CIN,0,.000,0,0,0,9999
W ,Romer Cuadrado OF | LAD ,0,.000,0,0,0,9999
W ,Drew Campbell OF | ATL ,0,.000,0,0,0,9999
W ,Ronnie Mitchell OF | HOU ,0,.000,0,0,0,9999
W ,Esmil Valencia OF | MIA ,0,.000,0,0,0,9999
W ,Robert Calaz OF | COL ,0,.000,0,0,0,9999
W ,Ethan Conrad OF | CHC ,0,.000,0,0,0,9999
W ,Geraldo Quintero OF | ATL ,0,.000,0,0,0,9999
W ,Greyson Jenista OF | ATL ,0,.000,0,0,0,9999
W ,Kennie Taylor OF | MIN ,0,.000,0,0,0,9999
W ,Ryan Stephens OF | COL ,0,.000,0,0,0,9999
W ,Amalani Fukofuka OF | KC,0,.000,0,0,0,9999
W ,Leonardo Molina OF | NYY ,0,.000,0,0,0,9999
W ,Brailer Guerrero OF | TB ,0,.000,0,0,0,9999
W ,Mason Neville OF | CIN ,0,.000,0,0,0,9999
W ,Carlos Cortes OF | ATH,0,.000,0,0,0,9999
W ,Dayron Varona OF | TB ,0,.000,0,0,0,9999
W ,Leo Heras OF | HOU ,0,.000,0,0,0,9999
W ,Gregory Duran OF | MIN ,0,.000,0,0,0,9999
W ,Duke Ellis OF | NYY,0,.000,0,0,0,9999
W ,Spencer Packard OF | SEA ,0,.000,0,0,0,9999
W ,Kyler Murray OF | ATH ,0,.000,0,0,0,9999
